duration,credit_amount,employment,installment_commitment,residence_since,age,existing_credits,job,num_dependents,own_telephone,foreign_worker,class,checking_status_'<0',checking_status_'>=200',checking_status_'no checking',credit_history_'critical/other existing credit',credit_history_'delayed previously',credit_history_'existing paid',credit_history_'no credits/all paid',purpose_'new car',purpose_'used car',purpose_business,purpose_education,purpose_furniture/equipment,purpose_other,purpose_radio/tv,purpose_repairs,purpose_retraining,savings_status_'500<=X<1000',savings_status_'<100',savings_status_'>=1000',savings_status_'no known savings',personal_status_'male div/sep',personal_status_'male mar/wid',personal_status_'male single',other_parties_guarantor,other_parties_none,property_magnitude_'no known property',property_magnitude_'real estate',property_magnitude_car,other_payment_plans_none,other_payment_plans_stores,housing_own,housing_rent
1.75,2.26332911621182,0.0,0.5,-0.5,0.8571428571428571,0.0,-1.0,0.0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
-0.5,-0.4881619374661124,0.0,0.5,0.5,0.14285714285714285,1.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0
0.5,-0.10645219591541659,0.0,0.5,0.5,1.9285714285714286,1.0,0.0,0.0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0.0,0.12127236580516898,0.0,0.5,0.0,-0.07142857142857142,0.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
-1.0,-0.7505873847822158,0.0,-0.5,-0.5,0.5714285714285714,1.0,-1.0,0.0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
-0.5,0.42382071209108985,0.0,0.0,-0.5,-0.2857142857142857,1.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
0.0,0.28104102656786556,0.0,0.0,-1.0,-0.14285714285714285,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1.5,0.5340683173685161,0.0,0.5,-1.0,0.6428571428571429,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0.25,1.0560274715344298,0.0,-1.0,0.0,-0.5,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0
-0.5,-0.28935478040845836,0.0,0.5,0.5,2.357142857142857,1.0,-1.0,0.0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
3.5,4.502259172239292,0.0,0.0,0.5,1.9285714285714286,1.0,-1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-1.0,-0.20260256641966384,0.0,-1.0,-0.5,-0.8571428571428571,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2.5,3.7673956262425445,0.0,0.5,-1.0,0.2857142857142857,0.0,-1.0,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
-0.5,-0.3045364178564974,0.0,-0.5,-1.0,-0.5714285714285714,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
2.5,1.00108440267486,0.0,-0.5,0.0,-0.21428571428571427,0.0,-1.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
-0.6666666666666666,-0.5781673594794867,0.0,0.5,0.5,0.9285714285714286,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0.5,0.625519609615037,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
0.5,0.2510392192300741,0.0,-0.5,-0.5,-0.6428571428571429,0.0,-1.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1
2.5,0.8236038315561178,0.0,0.0,0.5,-0.6428571428571429,1.0,0.0,1.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
-0.75,-0.34718958973432135,0.0,0.0,0.5,-0.7857142857142857,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0.0,-0.08187240195192481,0.0,0.5,-0.5,0.2857142857142857,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
0.5,0.07645038857762516,0.0,0.5,0.5,1.0,1.0,-1.0,1.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
-0.5,-0.5973251400686789,0.0,0.5,-1.0,-0.9285714285714286,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
-0.25,0.4444243629134285,0.0,0.0,-0.5,-0.2857142857142857,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
-0.5,-0.32622447135369603,0.0,0.0,0.5,1.5714285714285714,0.0,-1.0,0.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
-1.0,-0.28501716970901864,0.0,-1.0,-0.5,1.6428571428571428,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
-0.75,-0.40755467196819084,0.0,0.5,0.5,2.4285714285714284,1.0,-1.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1.5,0.0037954093620097594,0.0,0.5,0.5,0.21428571428571427,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
-0.5,0.24959334899692753,0.0,0.0,-1.0,0.07142857142857142,0.0,-1.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0.0,0.06813663473703235,0.0,0.0,0.5,0.7142857142857143,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0.0,0.4567142598951744,1.0,0.0,0.0,0.5,2.0,-1.0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
2.25,0.8745707572745346,0.0,0.5,-0.5,-0.5714285714285714,1.0,-1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0.5,0.5174408096873305,1.0,-1.0,0.5,-0.7142857142857143,0.0,-1.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
-0.5,0.09054762335080427,0.0,-0.5,-1.0,0.6428571428571429,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
2.5,1.6018434845472618,0.0,0.0,-0.5,-0.14285714285714285,0.0,0.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
-0.5,-0.6294957527561902,0.0,0.5,0.5,-0.9285714285714286,1.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
0.0,0.558648111332008,1.0,-0.5,0.5,2.4285714285714284,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0.0,0.0363274896078077,0.0,0.5,-0.5,0.6428571428571429,1.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
-0.4166666666666667,-0.3316464847279957,1.0,-0.5,0.5,2.2142857142857144,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
-0.5,-0.15994939454183987,0.0,0.5,0.5,0.42857142857142855,0.0,-1.0,0.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
1.5,1.2707392011566963,0.0,-0.5,-0.5,0.14285714285714285,1.0,0.0,1.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0.75,0.3938189047532984,0.0,0.0,-0.5,-0.42857142857142855,0.0,-1.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
0.5,-0.1718778239652991,0.0,0.5,-0.5,0.0,1.0,0.0,0.0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0
0.0,-0.03198987890836798,0.0,-0.5,-1.0,-0.5714285714285714,1.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0.5,-0.3435749141514549,0.0,0.5,-1.0,-0.35714285714285715,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0.0,0.1635640701247063,0.0,-1.0,0.0,-0.8571428571428571,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
-1.0,-0.4039399963853244,1.0,0.5,0.5,1.0,0.0,-1.0,0.0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
2.5,2.226820892824869,0.0,-1.0,-0.5,-0.6428571428571429,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
0.5,0.9967467919754202,0.0,-0.5,0.5,0.6428571428571429,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
0.5,-0.28682450750045185,0.0,0.5,0.0,0.35714285714285715,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
-0.5,-0.2553768299295138,0.0,-0.5,0.0,-0.21428571428571427,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.5,-0.5156334718958974,0.0,0.5,-0.5,-0.7142857142857143,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0
1.0,1.2450750045183445,0.0,0.5,-0.5,-0.5714285714285714,1.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
-0.9166666666666666,-0.5351527200433761,0.0,0.0,0.5,0.21428571428571427,0.0,0.0,0.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
1.0,1.9047532983914695,0.0,-1.0,0.5,2.142857142857143,1.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0
-0.5,-0.3728537863726731,0.0,0.0,-1.0,-0.5714285714285714,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1.5,1.934393638170974,0.0,-0.5,0.5,0.5,1.0,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
2.5,0.8897523947225736,0.0,0.5,0.0,-0.5,0.0,0.0,1.0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.25,-0.0001807337791433219,0.0,-0.5,0.5,-0.42857142857142855,0.0,0.0,0.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
-0.5,-0.2745346105187059,0.0,-1.0,-1.0,-0.7857142857142857,0.0,0.0,0.0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
-1.0,-0.7187782396529911,0.0,0.5,0.5,1.3571428571428572,1.0,0.0,0.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
1.5,-0.06560636182902585,0.0,-0.5,-1.0,-0.6428571428571429,1.0,0.0,0.0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
-0.5,-0.26549792156153984,0.0,0.0,-0.5,0.14285714285714285,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
2.5,4.3717693836978135,0.0,-0.5,-0.5,-0.5714285714285714,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
0.0,0.2438098680643412,0.0,-0.5,0.5,0.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
0.5,0.5572022410988614,0.0,0.5,-0.5,0.5714285714285714,1.0,-1.0,0.0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
0.0,-0.3157419121633833,0.0,0.0,-1.0,-0.5,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0.5,-0.26802819446954634,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.5,-0.494668353515272,0.0,-0.5,0.0,1.0,1.0,-1.0,1.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
0.5,-0.17693836978131214,0.0,0.5,0.5,0.07142857142857142,0.0,-1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.5,-0.5604554491234411,0.0,0.5,-0.5,-0.35714285714285715,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0
-0.75,-0.29839146936562444,0.0,-0.5,0.0,0.07142857142857142,1.0,-1.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0.25,-0.17766130489788542,0.0,0.0,-0.5,-0.5714285714285714,1.0,0.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1.5,3.125790710283752,1.0,0.5,-0.5,-0.5,1.0,-1.0,0.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
0.5,0.040665100307247425,0.0,0.5,0.5,0.14285714285714285,0.0,0.0,0.0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1.5,0.19356587746249773,0.0,0.5,0.0,-0.21428571428571427,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
-0.25,0.47587204048436654,0.0,-1.0,0.5,-0.42857142857142855,1.0,-1.0,0.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
-0.5,-0.553587565515995,0.0,0.5,0.5,1.4285714285714286,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
-0.75,0.15416591360925358,0.0,0.0,0.5,0.14285714285714285,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
1.5,0.7722754382794145,0.0,0.5,-0.5,-0.5,1.0,-1.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0
2.5,1.5302729080065065,0.0,0.0,-0.5,-0.6428571428571429,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.5,-0.33128501716970904,0.0,-0.5,-0.5,-0.14285714285714285,0.0,-1.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
-0.5,-0.4350262063979758,0.0,0.5,0.5,-0.2857142857142857,0.0,-1.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
-0.75,0.3139345743719501,0.0,-1.0,-0.5,0.0,0.0,-1.0,0.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
-0.25,-0.3815290077715525,0.0,0.0,0.5,0.42857142857142855,1.0,0.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
1.0,-0.22103741189228268,0.0,0.5,-1.0,-0.5,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
0.5,0.9193927345020785,0.0,0.0,0.5,1.4285714285714286,1.0,0.0,1.0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
-0.6666666666666666,-0.1454906922103741,0.0,-1.0,0.5,0.35714285714285715,0.0,0.0,0.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
-0.5,1.497017892644135,1.0,-0.5,-1.0,1.3571428571428572,0.0,-1.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0
0.5,-0.39598771010301825,0.0,0.5,0.5,1.7142857142857142,1.0,-1.0,0.0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
-0.75,0.0652448942707392,0.0,-0.5,0.5,1.2857142857142858,0.0,-1.0,0.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
-1.0,1.6029278872221218,0.0,-1.0,0.0,0.8571428571428571,1.0,-1.0,1.0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0
0.5,-0.0005422013374299657,0.0,-0.5,0.0,-0.07142857142857142,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
-0.5,-0.3450207843846015,0.0,-0.5,0.0,0.21428571428571427,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
-0.5,-0.01716970901861558,0.0,0.5,0.5,0.2857142857142857,0.0,0.0,0.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
-0.5,-0.5684077354057473,0.0,0.5,0.5,0.35714285714285715,1.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
0.0,0.022591722392915237,0.0,0.5,-1.0,-0.42857142857142855,0.0,0.0,0.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
2.5,0.7162479667449846,0.0,0.0,0.5,-0.6428571428571429,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1.5,0.46755828664377375,0.0,-1.0,-0.5,0.2857142857142857,0.0,0.0,1.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
-1.0,-0.4057473341767576,0.0,0.5,-1.0,0.14285714285714285,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
0.0,-0.3930959696367251,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0
-0.5,0.15235857581782036,0.0,-0.5,0.5,1.7142857142857142,2.0,-1.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.5,-0.4097234773179107,1.0,-1.0,0.5,-0.2857142857142857,1.0,-1.0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0.5,-0.3551418760166275,0.0,0.5,-0.5,0.2857142857142857,1.0,-1.0,1.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
0.0,-0.07319718055304536,0.0,0.5,0.5,-0.6428571428571429,1.0,0.0,0.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
-0.6666666666666666,-0.030905476233508044,0.0,-1.0,0.0,1.0714285714285714,1.0,-1.0,1.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1
-0.6666666666666666,-0.0652448942707392,0.0,-1.0,0.0,-0.7142857142857143,1.0,0.0,0.0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
-1.0,-0.568769202964034,0.0,-0.5,0.0,2.2142857142857144,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0
-0.75,-0.43394180372311586,0.0,-0.5,0.5,1.1428571428571428,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
-0.75,-0.675402132658594,0.0,0.5,0.0,-0.6428571428571429,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0
-1.0,-0.5846737755286463,0.0,-0.5,-0.5,-0.42857142857142855,0.0,-1.0,0.0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0
0.5,2.2850171697090187,0.0,-0.5,-0.5,-0.42857142857142855,1.0,0.0,0.0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0.5,0.41984456894993677,0.0,0.0,0.5,-0.7142857142857143,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
-0.25,1.0834990059642147,0.0,-1.0,0.5,0.14285714285714285,0.0,0.0,0.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
-1.0,-0.3544189409000542,0.0,-0.5,0.5,0.6428571428571429,0.0,0.0,1.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
